,medium,count,frequency
1149,"illustrated book with two hundred and fifteen offset lithographs, six volumes",2,0.0001609398889514766
1150,serigraph,2,0.0001609398889514766
1151,steel frame and pvc winding,2,0.0001609398889514766
1152,letterpress (cover) and gravure,2,0.0001609398889514766
1153,polypropylene plastic,2,0.0001609398889514766
1154,rattan and leather-upholstered cushion,2,0.0001609398889514766
1155,"nine screenprints (including wrapper), four photogravures with screenprint and/or aquatint, one lithograph and screenprinted ornament on title page",2,0.0001609398889514766
1156,frosted glass and plastic,2,0.0001609398889514766
1157,aluminum and polyurethane plastic,2,0.0001609398889514766
1158,"illustrated book with 9 transfer lithographs, and line block ornament",2,0.0001609398889514766
1159,graphite and charcoal on tracing paper,2,0.0001609398889514766
1160,satin damask,2,0.0001609398889514766
1161,copper and steel,2,0.0001609398889514766
1162,illustrated book with twenty-eight woodcuts and a supplementary suite of twenty-eight woodcuts,2,0.0001609398889514766
1163,illustrated book with eleven pochoirs (including cover),2,0.0001609398889514766
1164,"photolithograph
paper/support: poster; exhibition poster",2,0.0001609398889514766
1165,"illustrated book with seven wood engravings, and two wood engraved publisher's devices",2,0.0001609398889514766
1166,"microfilm, paper, lurex, mylar, and threads",2,0.0001609398889514766
1167,illustrated book with 22 screenprints,2,0.0001609398889514766
1168,wood and fabric,2,0.0001609398889514766
1169,computer-generated laser print,2,0.0001609398889514766
1170,flashed and cut glass,2,0.0001609398889514766
1171,"tractor seat, steel, and beech wood",2,0.0001609398889514766
1172,leather exterior with metal canister interior,2,0.0001609398889514766
1173,"book with letterpress, photogravure, lithograph, die-cut, and eight transparent overlays, with letterpress illustrations and text",2,0.0001609398889514766
1174,"rayon, cellophane, and cotton",2,0.0001609398889514766
1175,illustrated book with 16 aquatints (one with etching),2,0.0001609398889514766
1176,lithography,2,0.0001609398889514766
1177,"illustrated book with 9 compositions: 9 engravings, 2 with drypoint, 1 with drypoint and scorper",2,0.0001609398889514766
1178,"molded canaletta plywood, lacquered metal rod, rubber shockmounts, and rubber glides",2,0.0001609398889514766
1179,"colored pencil, graphite, and color ink on tracing paper",2,0.0001609398889514766
1180,lithograph with hand additions,2,0.0001609398889514766
1181,metal and plastic housing,2,0.0001609398889514766
1182,cover with lithographed manuscript text and illustration on front,2,0.0001609398889514766
1183,birch plywood and maple veneer,2,0.0001609398889514766
1184,"screen printed with lacquer, lacquer finish",2,0.0001609398889514766
1185,abs polymer casing and metal parts,2,0.0001609398889514766
1186,"14 photogravure, aquatint, and engravings",2,0.0001609398889514766
1187,"steel, plastic laminate and plywood",2,0.0001609398889514766
1188,graphite on japanese paper,2,0.0001609398889514766
1189,metal casing and plastic,2,0.0001609398889514766
1190,"etching with watercolor and ink additions from an illustrated book with 46 etchings (23 with aquatint, 23 with pochoir, eight with drypoint, and eight with watercolor and ink additions)",2,0.0001609398889514766
1191,illustrated book with four photogravure and letterpress and two letterpress,2,0.0001609398889514766
1192,"aluminum, stainless steel, and vinyl-coated polyester mesh",2,0.0001609398889514766
1193,monograph with one screenprint and one multiple of black polyester resin,2,0.0001609398889514766
1194,aluminum and rosewood casing and acrylic,2,0.0001609398889514766
1195,ltihograph; gouache,2,0.0001609398889514766
1196,color ink on photographic line print,2,0.0001609398889514766
1197,acrylic plastic and metal,2,0.0001609398889514766
1198,aluminum alloy tubing and saran polythene fabric,2,0.0001609398889514766
1199,"1 collage illustration with pen and ink text by kruchenykh, 4 pen and ink illustrations (1 with manuscript designs by terent'ev, 1 by ser-gei on pink paper, 2 by gudiashvili, tipped in, and 1 with wash by ser-gei on board mounted on last leaf), and 2 pencil illustrations by terent'ev; ink manuscript texts by various hands including 1 ink manuscript design by zdanevich",2,0.0001609398889514766
1200,silver-plated metal,2,0.0001609398889514766
1201,polycarbonate plastic and metal,2,0.0001609398889514766
1202,injected polyurethane foam,2,0.0001609398889514766
1203,"mahogany-stained beechwood, cotton upholstery, and aluminum",2,0.0001609398889514766
1204,chromed metal,2,0.0001609398889514766
1205,chrome plated tubular steel and painted wood,2,0.0001609398889514766
1206,"watercolor, ink, cut-and-pasted colored and metallic papers and colored crayon",2,0.0001609398889514766
1207,"synthetic polymer paint, wood, metal, plastic, plexiglas, sand, and paper",2,0.0001609398889514766
1208,"plastic, wood, metal, cardboard, foamboard, and paint",2,0.0001609398889514766
1209,brass and cotton,2,0.0001609398889514766
1210,p.t.f.e.-treated pressure cast aluminum and polyamide,2,0.0001609398889514766
1211,chrome-plated tubular steel and velvet,2,0.0001609398889514766
1212,glazed porcelain and wood,2,0.0001609398889514766
1213,molded plywood with maple veneer,2,0.0001609398889514766
1214,"wire, wood legs, and padded fabric cushion",2,0.0001609398889514766
1215,hand-blown clear crystal,2,0.0001609398889514766
1216,tempera on wood,2,0.0001609398889514766
1217,glass and plastic,2,0.0001609398889514766
1218,lenticular print,2,0.0001609398889514766
1219,"plastic, cardboard, and synthetic polymer paint",2,0.0001609398889514766
1220,mottled honduras mahogany,2,0.0001609398889514766
1221,woodcut from a periodical with four woodcuts,2,0.0001609398889514766
1222,"lithograph from an illustrated book with 18 line blocks with pochoir, three etchings (one with aquatint), and one lithograph (including cover)",2,0.0001609398889514766
1223,"wood, plywood, black paint, silkscreen and polycarbonate",2,0.0001609398889514766
1224,laminated beechwood,2,0.0001609398889514766
1225,melamine plastic,2,0.0001609398889514766
1226,"ink and crayon on selectively abraded gelatin silver prints, mounted on board",2,0.0001609398889514766
1227,blown laminated plate glass,2,0.0001609398889514766
1228,synthetic resin and ceramic,2,0.0001609398889514766
1229,offset lithograph and photolithograph,2,0.0001609398889514766
1230,illustrated book with 22 wood engraved reproductions (executed by georges aubert after picasso drawings); and suite,2,0.0001609398889514766
1231,illustrated book with eight screenprints,2,0.0001609398889514766
1232,illustrated book with seven photogravures,2,0.0001609398889514766
1233,ceramic and silicon,2,0.0001609398889514766
1234,photolithographic reproductions of typescript and typed images,2,0.0001609398889514766
1235,book with ten lithographed illustrations,2,0.0001609398889514766
1236,letterpress and lithograph,2,0.0001609398889514766
1237,"lacquered plywood, steel, and aluminum",2,0.0001609398889514766
1238,"steel, wood, and cloth strap",2,0.0001609398889514766
1239,sand-cast basalt,2,0.0001609398889514766
1240,ink and color crayon on tracing paper,2,0.0001609398889514766
1241,"illustrated book with 20 offset lithographs, two photogravures, and collage additions",2,0.0001609398889514766
1242,gilded bronze,2,0.0001609398889514766
1243,screenprint from a magazine with three screenprints,2,0.0001609398889514766
1244,metal and linen,2,0.0001609398889514766
1245,chrome-plated tool steel blade and chrome-plated cast aluminum alloy handle,2,0.0001609398889514766
1246,illustrated book with 1 etching,2,0.0001609398889514766
1247,bakelite and ribbon,2,0.0001609398889514766
1248,"carbon-fiber reinforced-plastic, magnesium-alloy, abs polymer, and other materials",2,0.0001609398889514766
1249,"enameled aluminum, enameled steel, and chrome-plated steel",2,0.0001609398889514766
1250,copper-plated brass,2,0.0001609398889514766
1251,illustrated book with 11 lithographs and line block ornament,2,0.0001609398889514766
1252,fiberglass-reinforced polyester and metal,2,0.0001609398889514766
1253,"""tetoron"" polyester",2,0.0001609398889514766
1254,computer chip in synthetic polymer box,2,0.0001609398889514766
1255,form-blown glass,2,0.0001609398889514766
1256,gouache on lithograph,2,0.0001609398889514766
1257,plexiglass and acrylic,2,0.0001609398889514766
1258,"artist's book, offset printed, and one offset lithograph",2,0.0001609398889514766
1259,illustrated book with 1 engraving (portrait of paul éluard; frontispiece),2,0.0001609398889514766
1260,chrome-plated and enameled metal,2,0.0001609398889514766
1261,"nickel-plated metal, painted wooden handle, bakelite",2,0.0001609398889514766
1262,"structure: glass-reinforced polyester and die-cast aluminum 
pellicle: hytrel polymer, polyester, and lycra",2,0.0001609398889514766
1263,illustrated book with twenty-eight photographic reproductions after paintings and three line block reproductions (including front cover),2,0.0001609398889514766
1264,plastic and metal housing,2,0.0001609398889514766
1265,"offset lithograph with watercolor, pencil, crayon, ballpoint pen, and felt-tip pen additions from an illustrated book with eleven offset lithographs (some with rubber stamp, collage, pochoir, watercolor, gouache, crayon, felt-tip pen, ballpoint pen, and pencil additions), two lithographs, two etchings (one with aquatint), one screenprint, and fourteen offset lithograph reproductions",2,0.0001609398889514766
1266,laminated wood and fiberglass-reinforced polyester resin,2,0.0001609398889514766
1267,stainless steel and polypropylene,2,0.0001609398889514766
1268,"graphite, colored pencil, and airbrush on print",2,0.0001609398889514766
1269,jute and cellophane,2,0.0001609398889514766
1270,diazo print,2,0.0001609398889514766
1271,abs (acrylonitile-butadiene-styrene),2,0.0001609398889514766
1272,ink with gouache on paper,2,0.0001609398889514766
1273,ink on vellum,2,0.0001609398889514766
1274,pvc plastic,2,0.0001609398889514766
1275,"wood, plexiglass, plastic, and paint",2,0.0001609398889514766
1276,painted sheet metal,2,0.0001609398889514766
1277,teak plywood,2,0.0001609398889514766
1278,"lithographed manuscript text from an illustrated book with twenty-seven lithographs (fifteen with lithographed manuscript text), seven rubber-stamped texts, five lithographed manuscript texts, and collaged cover",2,0.0001609398889514766
1279,colored ink and watercolor on board,2,0.0001609398889514766
1280,"book with carbon-copied, hectographed, and rubber-stamped text and manuscript designs",2,0.0001609398889514766
1281,8 woodcuts and line block reproductions,2,0.0001609398889514766
1282,woodcut from an illustrated book with two woodcuts,2,0.0001609398889514766
1283,illustrated book with twenty-five photogravures; and one cancelled copper plate,2,0.0001609398889514766
1284,lithograph with tipped-in photolithographic reproduction of newspaper clipping from an illustrated book with twenty lithographs (some with tipped-in photolithographic reproductions of newspaper clippings or lithographs),2,0.0001609398889514766
1285,clear glass with handcut underside,2,0.0001609398889514766
1286,crayon and graphite on paper,2,0.0001609398889514766
1287,"borosilicate glass, cork, and leather",2,0.0001609398889514766
1288,saran and polyester,2,0.0001609398889514766
1289,"chrome-plated steel wire, chrome-plated steel rods, and naugahyde",2,0.0001609398889514766
1290,mold-blown glass,2,0.0001609398889514766
1291,metal casing,2,0.0001609398889514766
1292,light-colored wood,2,0.0001609398889514766
1293,polycarbonate and silicon,2,0.0001609398889514766
1294,graphite and cut-and-pasted gelatin silver print on paper,2,0.0001609398889514766
1295,polyethylene plastic,2,0.0001609398889514766
1296,book with eight carbon-copied illustrations,2,0.0001609398889514766
1297,steel wire,2,0.0001609398889514766
1298,engraving on celluloid,2,0.0001609398889514766
1299,computer-generated print with airbrush on paper,2,0.0001609398889514766
1300,die-cast aluminum casing and abs polymer,2,0.0001609398889514766
1301,"illustrated book with twenty-seven lithographs (thirteen with lithographed manuscript text), six rubber-stamped texts, five lithographed manuscript texts, and collaged cover",2,0.0001609398889514766
1302,17 linoleum cuts (including folder),2,0.0001609398889514766
1303,cast porcelain,2,0.0001609398889514766
1304,"abs polymer casing, aluminum, rubber, and cloth strap",1,8.04699444757383e-05
1305,illustrated books with sixty offset lithographs,1,8.04699444757383e-05
1306,plastic and polycarbonate,1,8.04699444757383e-05
1307,steel and pvc plastic,1,8.04699444757383e-05
1308,book with 26 lithographs (one with offset lithograph) and typographic designs,1,8.04699444757383e-05
1309,"metal, wood, paper, plastic, burlap, contact paper, and paint",1,8.04699444757383e-05
1310,illustrated book with two etching and aquatints with chine collé,1,8.04699444757383e-05
1311,".1: beechwood and metal 
.2: cedar and metal",1,8.04699444757383e-05
1312,lacquered wood and metal rods,1,8.04699444757383e-05
1313,book with three letterpress illustrations and letterpress typographic designs on wallpaper,1,8.04699444757383e-05
1314,collage of cut-and-pasted reproductions on illustration board,1,8.04699444757383e-05
1315,illustrated book with 6 etchings (2 with aquatint and 1 with drypoint),1,8.04699444757383e-05
1316,"woodcut type from an illustrated book with seven woodcuts, seven etchings (two with aquatint, one with engraving), six lithographs, three drypoints, two engravings, one aquatint, and one linoleum cut",1,8.04699444757383e-05
1317,low-density polypropylene,1,8.04699444757383e-05
1318,screenprint on vinyl,1,8.04699444757383e-05
1319,plastic and metal parts,1,8.04699444757383e-05
1320,"plastic laminate, molded plastic, vinyl strip edging, electric wiring, open weave fabric, pressed-wood board, and metal",1,8.04699444757383e-05
1321,illustrated book with two woodcuts,1,8.04699444757383e-05
1322,illustrated book of 8 engravings,1,8.04699444757383e-05
1323,handthrown unglazed pottery,1,8.04699444757383e-05
1324,"black-enameled steel frame, chrome-plated steel legs, interlinked flat steel springs, red nylon fabric with foam padded seat and back, and stainless steel glides",1,8.04699444757383e-05
1325,mohair wool and nylon,1,8.04699444757383e-05
1326,stainless steel and beechwood,1,8.04699444757383e-05
1327,extruded pvc,1,8.04699444757383e-05
1328,illustrated book with 1 etching (head of woman with hat; unbound supplementary frontispiece),1,8.04699444757383e-05
1329,screenprinted linen,1,8.04699444757383e-05
1330,iron and plastic,1,8.04699444757383e-05
1331,"leather, vinyl, and nylon",1,8.04699444757383e-05
1332,enameled metal casing and plastic,1,8.04699444757383e-05
1333,illustrated book with nineteen screenprints,1,8.04699444757383e-05
1334,linen and wool,1,8.04699444757383e-05
1335,7 screenprints,1,8.04699444757383e-05
1336,"photolithographic reproductions of typography, typescript, manuscript, and drawings",1,8.04699444757383e-05
1337,photostat on board,1,8.04699444757383e-05
1338,illustrated book with six transfer lithographs and 2 woodcuts (covers),1,8.04699444757383e-05
1339,acrylic with metal hardware,1,8.04699444757383e-05
1340,silkscreen on paper,1,8.04699444757383e-05
1341,abs (acrylonitrite-butadiene-styrene),1,8.04699444757383e-05
1342,journal with relief etching illustration,1,8.04699444757383e-05
1343,bone pipe filters and gold-colored aluminum beads strung on nylon fly-line,1,8.04699444757383e-05
1344,illustrated book with six aquatints,1,8.04699444757383e-05
1345,wood and plastic,1,8.04699444757383e-05
1346,gelatin silver prints with hand-painted letters,1,8.04699444757383e-05
1347,carbonated polypropylene,1,8.04699444757383e-05
1348,"color pencil, color ink, and graphite on paper",1,8.04699444757383e-05
1349,etching with roulette and pochoir,1,8.04699444757383e-05
1350,sycamore,1,8.04699444757383e-05
1351,"pyrex glass, wood, and metal",1,8.04699444757383e-05
1352,solid and laminated birch and plywood,1,8.04699444757383e-05
1353,cover: offset photolithograph; interior: gravure,1,8.04699444757383e-05
1354,cotton and metallic thread,1,8.04699444757383e-05
1355,"etching and aquatint from an illustrated book with nineteen etchings (three with drypoint, two with aquatint, and one with aquatint and embossing) and one engraving",1,8.04699444757383e-05
1356,brass and glass,1,8.04699444757383e-05
1357,"acrylic, brass, pewter, and paint",1,8.04699444757383e-05
1358,llithograph,1,8.04699444757383e-05
1359,"letterpress
paper/support:",1,8.04699444757383e-05
1360,"stainless steel, cast aluminum, and plastic",1,8.04699444757383e-05
1361,"paper, cotton, and foil",1,8.04699444757383e-05
1362,belgian linen,1,8.04699444757383e-05
1363,laminated corrugated fiberboard,1,8.04699444757383e-05
1364,illustrated book with nine lithographs (including title page),1,8.04699444757383e-05
1365,folded sheet with two lithographed illustrations and manuscript text,1,8.04699444757383e-05
1366,blind embossing from an illustrated book with six etchings (five with engraving) and two blind embossings,1,8.04699444757383e-05
1367,brass and steel,1,8.04699444757383e-05
1368,"silkscreen on acrylic, framed in aluminum",1,8.04699444757383e-05
1369,"etching from an illustrated book with seven woodcuts, seven etchings (two with aquatint, one with engraving), six lithographs, three drypoints, two engravings, one aquatint, and one linoleum cut",1,8.04699444757383e-05
1370,relief print,1,8.04699444757383e-05
1371,wool and washi paper,1,8.04699444757383e-05
1372,color pencil on sepia diazoprint,1,8.04699444757383e-05
1373,hot-drop forged and mirror-polished stainless steel,1,8.04699444757383e-05
1374,polished nickel silver,1,8.04699444757383e-05
1375,"injection-molded abs polymer, aluminum frame, and nylon wheels",1,8.04699444757383e-05
1376,"injection-molded plastic, berylium copper, and fiber optic bundles",1,8.04699444757383e-05
1377,chrome-plated tubular steel and eisengarn,1,8.04699444757383e-05
1378,polished brass,1,8.04699444757383e-05
1379,illustrated book with two etching and aquatints,1,8.04699444757383e-05
1380,spun bronze,1,8.04699444757383e-05
1381,"stainless steel, wood handle, and metal rivets",1,8.04699444757383e-05
1382,stainless steel and maple,1,8.04699444757383e-05
1383,illustrated book with seven etchings,1,8.04699444757383e-05
1384,"two etchings, one inkless",1,8.04699444757383e-05
1385,".a: ink and graphite on paper
.b: graphite on paper
.c: graphite and crayon on paper
.d: ink and graphtie on paper
.e: crayon and graphite on paper
.f: graphite on paper",1,8.04699444757383e-05
1386,portfolio of six lithographs,1,8.04699444757383e-05
1387,two volume illustrated book,1,8.04699444757383e-05
1388,"etching and drypoint from an illustrated book with thirty aquatints (twenty-one with etching, two with drypoint, one with screenprint), three etchings (two with drypoint), and one lithograph",1,8.04699444757383e-05
1389,"steel, aluminum, and plastic",1,8.04699444757383e-05
1390,"drypoint from an illustrated book with 14 etchings (six with aquatint, four with engraving, one with drypoint), two aquatints, two engravings, two drypoints, and one photogravure",1,8.04699444757383e-05
1391,illustrated book with forty-two photogravure and drypoints after celluloid engravings,1,8.04699444757383e-05
1392,laminated birch and rattan,1,8.04699444757383e-05
1393,felt-tip pen on paper,1,8.04699444757383e-05
1394,nickle-plated brass,1,8.04699444757383e-05
1395,"aquatint over photogravure from an illustrated book with 22 aquatints over photogravure (19 with drypoint, 18 with roulette, five with etching)",1,8.04699444757383e-05
1396,black walnut,1,8.04699444757383e-05
1397,stencil,1,8.04699444757383e-05
1398,teak and wool,1,8.04699444757383e-05
1399,"wood top, enameled metal legs, and rubber feet",1,8.04699444757383e-05
1400,cotton damask,1,8.04699444757383e-05
1401,graphite,1,8.04699444757383e-05
1402,coptic textile,1,8.04699444757383e-05
1403,"molded rosewood, plywood, leather, cast aluminum, rubber shock mounts, and stainless steel glides",1,8.04699444757383e-05
1404,aluminum and steel,1,8.04699444757383e-05
1405,illustrated book with one lithograph on chine appliqué,1,8.04699444757383e-05
1406,cover with lithographed illustration on front,1,8.04699444757383e-05
1407,illustrated book with twelve collotypes after watercolors,1,8.04699444757383e-05
1408,photolithograph and lithograph,1,8.04699444757383e-05
1409,ink and photographs on tracing paper,1,8.04699444757383e-05
1410,18 lithographed postcards,1,8.04699444757383e-05
1411,"lithograph and letterpress
paper/support: wove, yellow",1,8.04699444757383e-05
1412,three-dimensional lithograph,1,8.04699444757383e-05
1413,"illustrated book with ten etchings (including wrapper, one with aquatint, one inkless)",1,8.04699444757383e-05
1414,nylon and polyurethane,1,8.04699444757383e-05
1415,ebonized oak and rush seat,1,8.04699444757383e-05
1416,illustrated book with seven woodcuts (including wrapper),1,8.04699444757383e-05
1417,brass and painted metal,1,8.04699444757383e-05
1418,aluminum and stainless steel,1,8.04699444757383e-05
1419,"lithograph with hand additions from a portfolio with three woodcuts, one lithograph with hand additions and forty-two line block reproductions",1,8.04699444757383e-05
1420,aquatint and drypoint bound into journal,1,8.04699444757383e-05
1421,illustrated book with twenty-three lithographs and lithographed manuscript texts with gouache and watercolor additions (including cover),1,8.04699444757383e-05
1422,steel and lacquered plywood,1,8.04699444757383e-05
1423,"etching and drypoint from an illustrated book with 14 etchings (six with aquatint, four with engraving, one with drypoint), two aquatints, two engravings, two drypoints, and one photogravure",1,8.04699444757383e-05
1424,"cardboard, metal, and plastic",1,8.04699444757383e-05
1425,"cover with letterpress and typed text mounted on front, and watercolor illustration and typed text on back; 2 potato cut illustrations and 2 text pages with collage additions; watercolor manuscript, letterpress, and typed text; all illustrations and text mounted or tipped in",1,8.04699444757383e-05
1426,glass and chrome-plated brass rods,1,8.04699444757383e-05
1427,"nickel-plated tubular steel, rubber and painted wood",1,8.04699444757383e-05
1428,journal with photolithographic illustrations,1,8.04699444757383e-05
1429,favrille glass,1,8.04699444757383e-05
1430,ash wood,1,8.04699444757383e-05
1431,book with 18 lithographs,1,8.04699444757383e-05
1432,"ink, color pencil, and graphite on tracing paper, with self-adhesive paper dot",1,8.04699444757383e-05
1433,"multiple of wood and enamel with one copper die-cut plate, one steel die-cut plate, two plexiglass die-cut plates and one artist's book",1,8.04699444757383e-05
1434,gelatin silver print,1,8.04699444757383e-05
1435,"chrome-plated tubular steel, rattan, and wood",1,8.04699444757383e-05
1436,tubular steel and molded plywood,1,8.04699444757383e-05
1437,book with 12 letterpress illustrations,1,8.04699444757383e-05
1438,"aquatint with pastel additions from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",1,8.04699444757383e-05
1439,illustrated book with seventy-one wood engravings and eighteen wood engraved ornaments (including 9 duplicates),1,8.04699444757383e-05
1440,polished chrome,1,8.04699444757383e-05
1441,"chrome-plated steel, glass, and plastic",1,8.04699444757383e-05
1442,portfolio of twenty-eight lithographs,1,8.04699444757383e-05
1443,journal with one lithograph and line block cover,1,8.04699444757383e-05
1444,illustrated book with twelve etchings,1,8.04699444757383e-05
1445,pyrex glass,1,8.04699444757383e-05
1446,siamese teak,1,8.04699444757383e-05
1447,book with four linoleum cuts with watercolor additions (including cover),1,8.04699444757383e-05
1448,illustrated book with seventeen line block reproductions and a supplementary suite of twelve lithographs,1,8.04699444757383e-05
1449,aluminum and plastic casing,1,8.04699444757383e-05
1450,"illustrated book with three gouache illustrations (some with colored pencil and pencil), two linoleum cuts, and one colored pencil illustration",1,8.04699444757383e-05
1451,34 drawings,1,8.04699444757383e-05
1452,fabric,1,8.04699444757383e-05
1453,"lift ground aquatint, aquatint, and etching over photogravure",1,8.04699444757383e-05
1454,relief halftone with embossing and ink additions,1,8.04699444757383e-05
1455,acrylic and aluminum,1,8.04699444757383e-05
1456,"solid birch, laminated birch, plywood, and hemp webbing",1,8.04699444757383e-05
1457,"titanium, rubber, and aluminum honeycomb",1,8.04699444757383e-05
1458,"etching, aquatint and drypoint from an illustrated book with nine etchings (two with aquatint, one with aquatint and drypoint), two engravings, one aquatint, one drypoint, and one woodcut",1,8.04699444757383e-05
1459,stainless steel blade and plastic handle,1,8.04699444757383e-05
1460,11 collagraphs: 10 printed in color and 1 printed without ink (title page),1,8.04699444757383e-05
1461,"aluminum, anodized aluminum, plastic, and wood",1,8.04699444757383e-05
1462,lithogaph,1,8.04699444757383e-05
1463,illustrated book with fifty-six letterpress plates,1,8.04699444757383e-05
1464,illustrated book with one photogravure reproduction,1,8.04699444757383e-05
1465,carbon fiber and nomex composite honeycomb,1,8.04699444757383e-05
1466,"painted wood, plastic, and cotton",1,8.04699444757383e-05
1467,sterling silver and ebony,1,8.04699444757383e-05
1468,"portfolio of lithographs, printed in color",1,8.04699444757383e-05
1469,rubber and stainless steel,1,8.04699444757383e-05
1470,book with letterpress cover by lissitzky and letterpress text and reproductions,1,8.04699444757383e-05
1471,chromed metal and incandescent tube,1,8.04699444757383e-05
1472,glass and chromed metal rods,1,8.04699444757383e-05
1473,glass and stainless steel,1,8.04699444757383e-05
1474,"illustrated book with 19 lithographs (including box cover, title page, and texts with borders)",1,8.04699444757383e-05
1475,leather-covered polyurethane,1,8.04699444757383e-05
1476,"wooden box with cast handle, containing six objects in various mediums and three folders containing photographs and kodaliths by abe frajnklich, a five page poem by john ashbery, and two posters printed with the same poem",1,8.04699444757383e-05
1477,illustrated book with 4 aquatints and 2 etchings,1,8.04699444757383e-05
1478,colored pencil and graphite on print,1,8.04699444757383e-05
1479,cover and plates: gravure; text: letterpress,1,8.04699444757383e-05
1480,aquatint from an illustrated book with four aquatints (three with etching),1,8.04699444757383e-05
1481,birds-eye maple,1,8.04699444757383e-05
1482,chrome-plated tubular steel and canvas,1,8.04699444757383e-05
1483,"ink, wood veneer, marbelized paper and cut-out reproduction on illustration board",1,8.04699444757383e-05
1484,illustrated book with 5 etchings and 6 woodcuts,1,8.04699444757383e-05
1485,"bakelite, glass, and brass",1,8.04699444757383e-05
1486,four screeprints with one screenprint each on the front and back covers,1,8.04699444757383e-05
1487,favrile glass and patinated bronze,1,8.04699444757383e-05
1488,"journal with insert, cover design, and three special edition projects",1,8.04699444757383e-05
1489,cover with linoleum cut text on front; 8 lithographed illustrations (4 by gerasimov and 4 by chernyshev); lithographed manuscript text,1,8.04699444757383e-05
1490,enameled aluminum housing,1,8.04699444757383e-05
1491,"aquatint and engraving from an illustrated book with 26 aquatints (ten with drypoint, six with engraving, and two with etching), 14 drypoints (one with engraving), and one engraving",1,8.04699444757383e-05
1492,"three etching and aquatints on one folio from an illustrated book with thirty aquatints (twenty-one with etching, two with drypoint, one with screenprint), three etchings (two with drypoint), and one lithograph",1,8.04699444757383e-05
1493,"heat resistant glass, wood, rubber, and metal",1,8.04699444757383e-05
1494,rubber and plastic,1,8.04699444757383e-05
1495,".a: color ink, ink, and, ink stamp on diazotype
.b: ink, color ink, and ink stamps on printed paper
.c: crayon and ink on diazotype",1,8.04699444757383e-05
1496,stainless steel and wood handle,1,8.04699444757383e-05
1497,ink and acrylic on paper,1,8.04699444757383e-05
1498,"urethane foam, acrylic, metal, plastic, brass, and paint",1,8.04699444757383e-05
1499,illustrated book with 17 letterpress illustrations (including cover) and letterpress manuscript text,1,8.04699444757383e-05
1500,"ink, charcoal, graphite, cut-and-pasted photographic reproductions, letraset type, and color pencil on tracing paper",1,8.04699444757383e-05
1501,wet-spun linen,1,8.04699444757383e-05
1502,letterpress lettering (masthead) on first page of each issue,1,8.04699444757383e-05
1503,printed tin,1,8.04699444757383e-05
1504,stainless steel and raffia,1,8.04699444757383e-05
1505,"engraving from an illustrated book with 26 aquatints (ten with drypoint, six with engraving, and two with etching), 14 drypoints (one with engraving), and one engraving",1,8.04699444757383e-05
1506,"multiple of printed and hand-colored paper, handtorn, pierced, and sewn with thread",1,8.04699444757383e-05
1507,silver-plated nickel,1,8.04699444757383e-05
1508,"airbrush, watercolor and color pencil",1,8.04699444757383e-05
1509,five volume serial novel with 182 line blocks after collages,1,8.04699444757383e-05
1510,book with letterpress typographics designs,1,8.04699444757383e-05
1511,metal and wood,1,8.04699444757383e-05
1512,"illustrated book with elevent screenprints (including portfolio front), 1 with letterpress type",1,8.04699444757383e-05
1513,aquatint with hand additions from an illustrated book with six aquatints (two with etching and two with hand additions),1,8.04699444757383e-05
1514,illustrated book with seventy-five woodcuts and collagraphs (including wrapper front) and five woodcuts (eleven with collage),1,8.04699444757383e-05
1515,rayon and polyester,1,8.04699444757383e-05
1516,"cotton, linen, and metal thread",1,8.04699444757383e-05
1517,acrylic and chrome-plated metal hardware,1,8.04699444757383e-05
1518,"album of 16 etchings (one with aquatint, one with drypoint, one with pencil additions), three photogravures (two with etching), and one relief halftone",1,8.04699444757383e-05
1519,cut-and-pasted photolithographs on paper,1,8.04699444757383e-05
1520,"wood, foamcore, and paint",1,8.04699444757383e-05
1521,"wood, plastic and acrylic paint",1,8.04699444757383e-05
1522,cut-and-pasted printed paper on gelatin silver photographs mounted on board,1,8.04699444757383e-05
1523,pencil and color pencil on tracing paper,1,8.04699444757383e-05
1524,illustrated book with thirty-two etchings and one aquatint,1,8.04699444757383e-05
1525,painted brass,1,8.04699444757383e-05
1526,"lurex, plastic thread, and cotton chenille",1,8.04699444757383e-05
1527,"lithograph, woodcut, and chine collé",1,8.04699444757383e-05
1528,poster,1,8.04699444757383e-05
1529,"extruded pvc, celcon, and stainless steel",1,8.04699444757383e-05
1530,extruded and die-cast aluminum and pvc-coated polyester,1,8.04699444757383e-05
1531,cover with photomechanical reproductions mounted on front; 3 photomechanical reproductions tipped in,1,8.04699444757383e-05
1532,illustrated book with five screenprints and supplementary suite,1,8.04699444757383e-05
1533,"molded polyester reinforced with glass fibers, zinc-coated steel tube, rubber shock mounts, and nylon glides",1,8.04699444757383e-05
1534,etching and drypoint from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving,1,8.04699444757383e-05
1535,"etching, aquatint, and drypoint from an illustrated book with twelve etchings (five with aquatint, one with drypoint)",1,8.04699444757383e-05
1536,silkscreen on brown paper,1,8.04699444757383e-05
1537,birch and leather,1,8.04699444757383e-05
1538,glass and patinated bronze,1,8.04699444757383e-05
1539,illustrated book with eight aquatint and etchings and two aquatints,1,8.04699444757383e-05
